date,gmm_dom,gmm_max,gmm_bear_p,hurst,hurst_regime,src,vol20,final
2020-01-03,BULL_CALM,0.9988396616618954,1.1480987248382504e-12,0.6566137059463065,MOMENTUM,hurst_momentum_bull,0.07248779533023163,BULL_CALM
2020-01-06,BULL_CALM,0.9981276787174056,2.6943375434647807e-11,0.698941208433682,MOMENTUM,hurst_momentum_bull,0.07286218708574678,BULL_CALM
2020-01-07,BULL_CALM,0.9975649631951493,4.258598793274163e-11,0.677435692295589,MOMENTUM,hurst_momentum_bull,0.06925019468563207,BULL_CALM
2020-01-08,BULL_CALM,0.9983322181101103,4.5326382414621993e-11,0.7237307025235522,MOMENTUM,hurst_momentum_bull,0.0686606170969946,BULL_CALM
2020-01-09,BULL_CALM,0.998432342152304,2.220235409822438e-11,0.6679590237610565,MOMENTUM,hurst_momentum_bull,0.07012313103431818,BULL_CALM
2020-01-10,BULL_CALM,0.9999634118274894,7.361324694253098e-21,0.620751316656422,AMBIGUOUS,dominant_gmm,0.07218775274731952,BULL_CALM
2020-01-13,BULL_CALM,0.9999999986814896,4.9621867925278405e-45,0.5848922048732385,AMBIGUOUS,dominant_gmm,0.0702361025561504,BULL_CALM
2020-01-14,BULL_CALM,0.9999999970803621,7.545740787769748e-42,0.5828259615714817,AMBIGUOUS,dominant_gmm,0.07107243840119243,BULL_CALM
2020-01-15,BULL_CALM,0.9999999929996559,2.0840954139625144e-39,0.6380711929458501,AMBIGUOUS,dominant_gmm,0.06835502927666257,BULL_CALM
2020-01-16,BULL_CALM,0.9999999665397714,2.1031813549302333e-36,0.6269138510721172,AMBIGUOUS,dominant_gmm,0.072495981432764,BULL_CALM
2020-01-17,BULL_CALM,0.9999999963660009,9.09032750457924e-41,0.6328492451401364,AMBIGUOUS,dominant_gmm,0.07235906280421663,BULL_CALM
2020-01-21,BULL_CALM,0.9999995088991009,1.3219040997999786e-29,0.6187977780498182,AMBIGUOUS,dominant_gmm,0.07311795226371146,BULL_CALM
2020-01-22,BULL_CALM,0.999998930165512,1.1896703522365148e-27,0.6525220287859748,MOMENTUM,hurst_momentum_bull,0.07290208629134906,BULL_CALM
2020-01-23,BULL_CALM,0.999998959352093,4.762513964620516e-28,0.6521799886444197,MOMENTUM,hurst_momentum_bull,0.07292230058690369,BULL_CALM
2020-01-24,BULL_CALM,0.9993478564870891,2.5389362668281773e-15,0.6602728725124746,MOMENTUM,hurst_momentum_bull,0.08183622667437819,BULL_CALM
2020-01-27,BULL_CALM,0.8042384220439818,4.630741661928281e-06,0.6594091005761717,MOMENTUM,hurst_momentum_bull,0.10045607546469994,BULL_CALM
2020-01-28,BULL_CALM,0.8930557823622342,1.0783478028681206e-06,0.633971286843406,AMBIGUOUS,vol_cluster_choppy,0.10696116826620035,CHOPPY
2020-01-29,BULL_CALM,0.9519785496388252,4.0408134210017e-09,0.6449648419341896,AMBIGUOUS,vol_cluster_choppy,0.10465276069292562,CHOPPY
